i,j,k,$W_i$,$W_j$,$W_i*W_j$,$W_{ij}$,$\epsilon$,direction
Arthrobacter,Methylobacterium,Burkholderia,3.864699688753188,5.043638049050061,19.492146398347508,2.9126155106607325,-0.7400003157820069,beneficial
Arthrobacter,Methylobacterium,Chitinophaga,5.18588807893767,0.26387675163208413,1.3684353005976215,8.67915681435441,0.7276093048082188,beneficial
Arthrobacter,Methylobacterium,Lysobacter,0.08417155315074704,1.2645387741263274,0.10643819263755468,0.0,-1.0,deleterious
Arthrobacter,Methylobacterium,Mucilaginibacter,0.5089214490520578,1.5063306561440495,0.7666039802763667,0.4419209954961157,-0.26866055008314205,deleterious
Arthrobacter,Methylobacterium,Niastella,0.19803154912741794,0.27942045887215194,0.05533406632834622,0.07774233714321795,0.16838650752730885,deleterious
Arthrobacter,Methylobacterium,Rhizobium,0.16911934264281342,1.3985644633975682,0.23652430269339583,0.15938160107682794,-0.1948511019460322,deleterious
Arthrobacter,Methylobacterium,Variovarax,0.2611976116445851,0.7782176175597931,0.2032685830463571,0.20552376363462044,0.005516689846503654,deleterious
Arthrobacter,Mucilaginibacter,Bacillus,0.0,11.51537095224888,0.0,0.0,0.0,deleterious
Arthrobacter,Mucilaginibacter,Bosea,0.9135238427081006,0.0,0.0,0.0,0.0,deleterious
Arthrobacter,Mucilaginibacter,Burkholderia,3.864699688753188,3.478289511583679,13.442544392810923,1.9544387013810085,-0.7461270575638596,beneficial
Arthrobacter,Mucilaginibacter,Chitinophaga,5.18588807893767,5.207694185977009,27.006519197811183,7.856005927353318,-0.5493151514901203,beneficial
Arthrobacter,Mucilaginibacter,Lysobacter,0.08417155315074704,0.9167452198599323,0.07716386899913356,0.00884426017876497,-0.7943389709018883,deleterious
Arthrobacter,Mucilaginibacter,Niastella,0.19803154912741794,0.053788544370787277,0.01065182876705586,0.0846429959528541,0.776444758708279,deleterious
Arthrobacter,Mucilaginibacter,Rhizobium,0.16911934264281342,2.2483014164464197,0.3802312576123248,0.0019409071002566066,-0.9898427605175467,deleterious
Arthrobacter,Mucilaginibacter,Variovarax,0.2611976116445851,0.3301064642851131,0.08622302005971007,0.1769551368679537,0.34475549896483976,deleterious
Arthrobacter,Niastella,Bacillus,0.0,8.338084570526345,0.0,0.0,0.0,deleterious
Arthrobacter,Niastella,Bosea,0.9135238427081006,0.3466519934491442,0.3166748611380855,0.1952217082623316,-0.23726111901474867,deleterious
Arthrobacter,Niastella,Burkholderia,3.864699688753188,3.7962430251071453,14.671339237563046,2.7021002749887137,-0.6889389377346343,beneficial
Arthrobacter,Niastella,Chitinophaga,5.18588807893767,0.17018938967796657,0.8825831270926445,6.525378551728927,0.7617203853481482,reciprocal
Arthrobacter,Niastella,Lysobacter,0.08417155315074704,1.2468601378648392,0.10495015436583809,0.04086917128969261,-0.4394546661635517,deleterious
Arthrobacter,Niastella,Mucilaginibacter,0.5089214490520578,0.24190423505145278,0.12311025383421495,0.7413608599516162,0.7151778657008661,deleterious
Arthrobacter,Niastella,Rhizobium,0.16911934264281342,3.0310932611410255,0.5126164998132319,0.000797235350731617,-0.996894374668504,deleterious
Arthrobacter,Niastella,Variovarax,0.2611976116445851,0.3557783910199219,0.09292846600915691,0.2186608348514236,0.40351953194479284,deleterious
Arthrobacter,Paenibacillus,Bacillus,0.0,51.45374790915546,0.0,1.5415969554645987,1.0,reciprocal
Arthrobacter,Paenibacillus,Bosea,0.9135238427081006,0.0,0.0,0.22353043654833485,1.0,deleterious
Arthrobacter,Paenibacillus,Burkholderia,3.864699688753188,2.7875228662997364,10.772938753780986,2.5350799600347482,-0.6190146685918089,beneficial
Arthrobacter,Paenibacillus,Chitinophaga,5.18588807893767,0.06802804673085548,0.35278583657495816,0.7366912622622928,0.35237585635995405,deleterious
Arthrobacter,Paenibacillus,Lysobacter,0.08417155315074704,0.7074685543646041,0.05954872702618244,0.03852154330115003,-0.21440935825759702,deleterious
Arthrobacter,Paenibacillus,Mucilaginibacter,0.5089214490520578,0.09971839441068792,0.050748829780631916,0.7563389895790202,0.8742421120395639,deleterious
Arthrobacter,Paenibacillus,Niastella,0.19803154912741794,0.021863696669869054,0.004329701721186138,0.04157907932278355,0.8113780578473947,deleterious
Arthrobacter,Paenibacillus,Rhizobium,0.16911934264281342,2.113415916287765,0.357419510493446,1.3332530378736855,0.5771865925916343,reciprocal
Arthrobacter,Paenibacillus,Variovarax,0.2611976116445851,0.037149297667195255,0.009703307824945157,0.20645647767242276,0.9102209710042175,deleterious
Arthrobacter,Rhizobium,Bacillus,0.0,19.98773609442911,0.0,0.0,0.0,deleterious
Arthrobacter,Rhizobium,Bosea,0.9135238427081006,0.724629717287107,0.6619665238766026,0.1632976587042166,-0.6042536144158307,deleterious
Arthrobacter,Rhizobium,Burkholderia,3.864699688753188,6.103576154094049,23.588488863008653,1.879417195540459,-0.8524089737711615,beneficial
Arthrobacter,Rhizobium,Chitinophaga,5.18588807893767,0.032221366091053354,0.16709639829868006,9.181508209196505,0.9642521199014639,reciprocal
Arthrobacter,Rhizobium,Lysobacter,0.08417155315074704,1.2082001799458448,0.10169608566305381,0.010227201189411245,-0.8172462321823603,deleterious
Arthrobacter,Rhizobium,Mucilaginibacter,0.5089214490520578,1.3651684007165379,0.6947634806927409,0.0006432886083693761,-0.9981498925901573,deleterious
Arthrobacter,Rhizobium,Niastella,0.19803154912741794,0.05509370057525727,0.010910290872080314,0.013693293096830591,0.1131136922273958,deleterious
Arthrobacter,Rhizobium,Variovarax,0.2611976116445851,0.24625293200080425,0.06432067769908649,0.029355482179588784,-0.37325607246051606,deleterious
Arthrobacter,Rhodococcus,Bacillus,0.0,20.054144711232084,0.0,0.0,0.0,deleterious
Arthrobacter,Rhodococcus,Bosea,0.9135238427081006,0.908304022884462,0.8297573813326403,0.0,-1.0,deleterious
Arthrobacter,Rhodococcus,Burkholderia,3.864699688753188,4.378491303156501,16.921553976517473,3.365086107648176,-0.6682460877023465,beneficial
Arthrobacter,Rhodococcus,Chitinophaga,5.18588807893767,0.5871841741580683,3.0450714089071873,5.398471502130682,0.27872187279903543,beneficial
Arthrobacter,Rhodococcus,Lysobacter,0.08417155315074704,0.7139416730818666,0.060093579482343604,0.0,-1.0,deleterious
Arthrobacter,Rhodococcus,Mucilaginibacter,0.5089214490520578,0.7296620384984904,0.37134066195093013,0.6494596342012118,0.272451892205202,deleterious
Arthrobacter,Rhodococcus,Niastella,0.19803154912741794,0.04119559929729187,0.00815802834607508,0.2838594638770027,0.9441264406185433,deleterious
Arthrobacter,Rhodococcus,Rhizobium,0.16911934264281342,2.5702495420271307,0.4346789129756206,0.17761463398423638,-0.41983829532052513,deleterious
Arthrobacter,Rhodococcus,Variovarax,0.2611976116445851,0.20994654402757046,0.054837535873036136,0.5554773644108518,0.8202975681978978,deleterious
Arthrobacter,Variovarax,Bacillus,0.0,8.241069701227817,0.0,0.0,0.0,deleterious
Arthrobacter,Variovarax,Bosea,0.9135238427081006,0.8161026677324218,0.7455292450712542,0.28939659143093216,-0.4407394593432381,deleterious
Arthrobacter,Variovarax,Burkholderia,3.864699688753188,4.151129717313756,16.04286972647658,3.418846748144541,-0.6486592790925859,beneficial
Arthrobacter,Variovarax,Chitinophaga,5.18588807893767,0.07633674720695935,0.39587382732544896,5.248421815174486,0.8597260482443081,reciprocal
Arthrobacter,Variovarax,Lysobacter,0.08417155315074704,2.765970117073514,0.23281600072263128,0.0,-1.0,deleterious
Arthrobacter,Variovarax,Mucilaginibacter,0.5089214490520578,0.25191625780568805,0.12820558696224255,0.7324337469745892,0.7020689575602121,deleterious
Arthrobacter,Variovarax,Niastella,0.19803154912741794,0.028237112064156168,0.0055918390449493476,0.0170380735853632,0.5058010928898476,deleterious
Arthrobacter,Variovarax,Rhizobium,0.16911934264281342,2.2390938606778015,0.378674081833389,0.0,-1.0,deleterious
Bacillus,Bosea,Arthrobacter,0.17864911589282323,0.09638328239470424,0.017218788186662226,0.21829677909511813,0.8537779189257501,deleterious
Bacillus,Bosea,Burkholderia,5.8496757840655365,4.9193051887542785,28.776340437083846,3.846080533217331,-0.764206308494472,beneficial
Bacillus,Bosea,Chitinophaga,0.13531385106441565,11.41487289823189,1.5445904112705846,0.236786668019696,-0.7341532337285553,reciprocal
Bacillus,Bosea,Lysobacter,3.4009753182534537,1.3028826497723127,4.431071734456294,3.501336318264967,-0.11720720996852599,beneficial
Bacillus,Bosea,Mucilaginibacter,0.2822757564699008,0.07616100204845178,0.021498404466732388,0.3495028290745724,0.8841060216348908,deleterious
Bacillus,Bosea,Niastella,0.012908552266840219,0.1890314488182719,0.0024401223371471946,0.019380410163089647,0.7763462154628252,deleterious
Bacillus,Bosea,Rhizobium,2.4292189625991023,1.2179842043967164,2.9587503254666845,3.389842324148355,0.06790355319266086,beneficial
Bacillus,Bosea,Variovarax,1.3825039411773365,0.6309933017563037,0.8723507265345903,0.9992998147694446,0.06782734566806743,deleterious
Bacillus,Brevibacillus,Arthrobacter,0.17864911589282323,0.1017466525526699,0.018176949523588743,0.21035150505023087,0.8409217831758696,deleterious
Bacillus,Brevibacillus,Bosea,0.0,0.4959021261783238,0.0,1.456162681957839,1.0,reciprocal
Bacillus,Brevibacillus,Burkholderia,5.8496757840655365,3.3324205294146467,19.493579673239715,3.2840187928524585,-0.7116448603884904,beneficial
Bacillus,Brevibacillus,Chitinophaga,0.13531385106441565,1.6600826146797119,0.22463217167739624,0.19095518509600987,-0.08103467545993788,deleterious
Bacillus,Brevibacillus,Lysobacter,3.4009753182534537,1.148939378176193,3.907514467346703,4.005768947591607,0.01241639849009119,beneficial
Bacillus,Brevibacillus,Mucilaginibacter,0.2822757564699008,1.123900158512846,0.31724976744085503,0.10053503949213058,-0.5187233340045475,deleterious
Bacillus,Brevibacillus,Niastella,0.012908552266840219,0.09119672175151719,0.0011772176492939438,0.08092817030462712,0.9713242290517007,deleterious
Bacillus,Brevibacillus,Rhizobium,2.4292189625991023,2.3964419574509312,5.821482245807913,4.069058253774387,-0.17718182258164097,beneficial
Bacillus,Brevibacillus,Variovarax,1.3825039411773365,0.4001606217003162,0.5532236366046603,0.8018506781138781,0.18347852867453984,deleterious
Bacillus,Burkholderia,Arthrobacter,0.17864911589282323,0.3637568728293501,0.06498484373090152,0.274134186712514,0.6167431615622957,deleterious
Bacillus,Burkholderia,Bosea,0.0,2.8577074373480094,0.0,0.0,0.0,deleterious
Bacillus,Burkholderia,Chitinophaga,0.13531385106441565,0.275656244639964,0.037300108032188216,0.13266704922481304,0.5610904055330165,deleterious
Bacillus,Burkholderia,Lysobacter,3.4009753182534537,5.939229257092673,20.199172112820975,3.560697467809651,-0.7002763457327745,beneficial
Bacillus,Burkholderia,Mucilaginibacter,0.2822757564699008,0.7137454042161776,0.20147302390203664,0.44579288205011647,0.37746443293452314,deleterious
Bacillus,Burkholderia,Niastella,0.012908552266840219,0.07525942357893886,0.0009714902028409994,0.015593367954503829,0.882704675933462,deleterious
Bacillus,Burkholderia,Rhizobium,2.4292189625991023,2.1604876393799217,5.2482975420426765,4.218824562564169,-0.10874191418504575,beneficial
Bacillus,Burkholderia,Variovarax,1.3825039411773365,0.6027555229218836,0.8333118860059106,1.1095215756353398,0.14216848488706552,reciprocal
Bacillus,Chitinophaga,Arthrobacter,0.17864911589282323,0.22587062486335827,0.04035158743799849,0.41208812476285794,0.8216266771026289,deleterious
Bacillus,Chitinophaga,Bosea,0.0,0.0,0.0,0.7623926770788378,1.0,deleterious
Bacillus,Chitinophaga,Burkholderia,5.8496757840655365,3.5766359922454973,20.922160952255698,2.464914373240393,-0.7892071292426038,beneficial
Bacillus,Chitinophaga,Lysobacter,3.4009753182534537,0.7575646714598242,2.576458749615649,2.933402677986383,0.06478274146471252,beneficial
Bacillus,Chitinophaga,Mucilaginibacter,0.2822757564699008,0.46471766624252486,0.13117853078353559,0.17901345998698373,0.15421071667461758,deleterious
Bacillus,Chitinophaga,Niastella,0.012908552266840219,0.02735606175722097,0.00035312715300799577,0.018887511046715977,0.9632936133050864,deleterious
Bacillus,Chitinophaga,Rhizobium,2.4292189625991023,2.7322304218483975,6.637185950944271,3.4183188003413902,-0.32010995272925785,beneficial
Bacillus,Chitinophaga,Variovarax,1.3825039411773365,0.2597319624031679,0.35908046167210345,0.8461654063974172,0.40413741098776196,deleterious
Bacillus,Lysobacter,Arthrobacter,0.17864911589282323,0.19419396675333747,0.03469258047220405,0.3466104636590818,0.8180314529025419,deleterious
Bacillus,Lysobacter,Bosea,0.0,0.48603649547428,0.0,0.0,0.0,deleterious
Bacillus,Lysobacter,Burkholderia,5.8496757840655365,5.784293841813896,33.836243614378155,2.9590561855670843,-0.839161186257192,beneficial
Bacillus,Lysobacter,Chitinophaga,0.13531385106441565,0.5284793711448729,0.07151057891771337,0.605734417991319,0.7888191740239059,deleterious
Bacillus,Lysobacter,Mucilaginibacter,0.2822757564699008,0.9007631080572123,0.25426358772702856,0.9310395596511186,0.5709728970357473,deleterious
Bacillus,Lysobacter,Niastella,0.012908552266840219,0.04449707663574843,0.0005743928394741533,0.04354354999458079,0.9739610325152885,deleterious
Bacillus,Lysobacter,Rhizobium,2.4292189625991023,1.5899745493075694,3.862396325227909,2.7752028095164056,-0.16379318691010147,beneficial
Bacillus,Lysobacter,Variovarax,1.3825039411773365,0.27347951809164917,0.3780865115929837,0.8325003338556546,0.37536656206954494,deleterious
Bacillus,Marmoricola,Arthrobacter,0.17864911589282323,0.25609092640416703,0.0457504175902785,0.27498751853913034,0.7147177652735193,deleterious
Bacillus,Marmoricola,Bosea,0.0,0.0,0.0,1.7524028340338478,1.0,reciprocal
Bacillus,Marmoricola,Burkholderia,5.8496757840655365,3.0574588634671507,17.88514307440033,4.260483971278133,-0.615230224685868,beneficial
Bacillus,Marmoricola,Chitinophaga,0.13531385106441565,0.08464817282892914,0.011454070251048633,0.07702393050754115,0.7410865943433599,deleterious
Bacillus,Marmoricola,Lysobacter,3.4009753182534537,1.7475352985949653,5.943324418298156,2.3723209480904095,-0.42943190971581935,beneficial
Bacillus,Marmoricola,Mucilaginibacter,0.2822757564699008,0.24020865797260854,0.06780508063983774,0.347967663822198,0.6738358560392405,deleterious
Bacillus,Marmoricola,Niastella,0.012908552266840219,0.0,0.0,0.02092337586543652,1.0,deleterious
Bacillus,Marmoricola,Rhizobium,2.4292189625991023,1.792178642729136,4.353594343282738,3.147100724582083,-0.16085090885371786,beneficial
Bacillus,Marmoricola,Variovarax,1.3825039411773365,0.1707891944222496,0.23611673439926245,0.2752900719784307,0.07659917132631447,deleterious
Bacillus,Methylobacterium,Arthrobacter,0.17864911589282323,0.05128438867873888,0.009161910696560614,0.18673897386522786,0.9064638149332003,deleterious
Bacillus,Methylobacterium,Bosea,0.0,0.5258170298834738,0.0,0.5701094111268488,1.0,deleterious
Bacillus,Methylobacterium,Burkholderia,5.8496757840655365,5.043638049050061,29.50364735911969,2.881599649725477,-0.8220424473564493,beneficial
Bacillus,Methylobacterium,Chitinophaga,0.13531385106441565,0.26387675163208413,0.03570617946970563,0.15937762503139052,0.6339400950169084,deleterious
Bacillus,Methylobacterium,Lysobacter,3.4009753182534537,1.2645387741263274,4.300665159778118,3.6655407382895997,-0.07972734192604465,beneficial
Bacillus,Methylobacterium,Mucilaginibacter,0.2822757564699008,1.5063306561440495,0.42520062545686355,0.47225411991994704,0.05242993555438535,deleterious
Bacillus,Methylobacterium,Niastella,0.012908552266840219,0.27942045887215194,0.0036069135977756512,0.01798282320020419,0.6658677563764324,deleterious
Bacillus,Methylobacterium,Rhizobium,2.4292189625991023,1.3985644633975682,3.397419314902611,3.789238591115533,0.05452037391188618,beneficial
Bacillus,Methylobacterium,Variovarax,1.3825039411773365,0.7782176175597931,1.0758889233700513,0.8850939936562244,-0.09729555931224378,reciprocal
Bacillus,Mucilaginibacter,Arthrobacter,0.17864911589282323,0.06773119508717981,0.012100118120689006,0.1345059728051286,0.8349302127315891,deleterious
Bacillus,Mucilaginibacter,Bosea,0.0,0.0,0.0,0.0,0.0,deleterious
Bacillus,Mucilaginibacter,Burkholderia,5.8496757840655365,3.478289511583679,20.34686592588019,6.257287864106571,-0.5296006846523582,beneficial
Bacillus,Mucilaginibacter,Chitinophaga,0.13531385106441565,5.207694185977009,0.7046731554703163,2.010214700958104,0.480882310625271,reciprocal
Bacillus,Mucilaginibacter,Lysobacter,3.4009753182534537,0.9167452198599323,3.1178278658704657,2.047316251259265,-0.2072568722837658,beneficial
Bacillus,Mucilaginibacter,Niastella,0.012908552266840219,0.053788544370787277,0.0006943322363675618,0.03523271627903353,0.9613476606034075,deleterious
Bacillus,Mucilaginibacter,Rhizobium,2.4292189625991023,2.2483014164464197,5.461616434470064,1.647280947524507,-0.5365579613804122,beneficial
Bacillus,Mucilaginibacter,Variovarax,1.3825039411773365,0.3301064642851131,0.45637348788228455,0.3182415876890834,-0.17832327894123795,deleterious
Bacillus,Niastella,Arthrobacter,0.17864911589282323,0.30868964296692236,0.055147131801311935,0.25398532983878314,0.6432135822376589,deleterious
Bacillus,Niastella,Bosea,0.0,0.3466519934491442,0.0,0.0,0.0,deleterious
Bacillus,Niastella,Burkholderia,5.8496757840655365,3.7962430251071453,22.206790894396963,4.781665214733066,-0.6456510742668634,beneficial
Bacillus,Niastella,Chitinophaga,0.13531385106441565,0.17018938967796657,0.023028981727628167,0.08435903674868048,0.5711070554354498,deleterious
Bacillus,Niastella,Lysobacter,3.4009753182534537,1.2468601378648392,4.240540554192417,2.7464885498769314,-0.21383222855695955,beneficial
Bacillus,Niastella,Mucilaginibacter,0.2822757564699008,0.24190423505145278,0.06828370094242152,0.37234900037020974,0.6900652142294184,deleterious
Bacillus,Niastella,Rhizobium,2.4292189625991023,3.0310932611410255,7.363189227370132,2.5362262852626394,-0.4876008018804487,beneficial
Bacillus,Niastella,Variovarax,1.3825039411773365,0.3557783910199219,0.49186502777077357,0.8414037766144373,0.26216674964118813,deleterious
Bacillus,Paenibacillus,Arthrobacter,0.17864911589282323,0.12519834617549158,0.022366573855495196,0.17050314918670317,0.7680654744280254,deleterious
Bacillus,Paenibacillus,Bosea,0.0,0.0,0.0,0.0,0.0,deleterious
Bacillus,Paenibacillus,Burkholderia,5.8496757840655365,2.7875228662997364,16.306105008522522,5.016880999367161,-0.529439169775671,beneficial
Bacillus,Paenibacillus,Chitinophaga,0.13531385106441565,0.06802804673085548,0.009205136983542087,0.16485002546287997,0.8942273604050598,deleterious
Bacillus,Paenibacillus,Lysobacter,3.4009753182534537,0.7074685543646041,2.40608309183447,2.225474769877961,-0.038995156133001946,beneficial
Bacillus,Paenibacillus,Mucilaginibacter,0.2822757564699008,0.09971839441068792,0.02814808521624086,0.13605858384543482,0.6571627038403842,deleterious
Bacillus,Paenibacillus,Niastella,0.012908552266840219,0.021863696669869054,0.00028222867120934514,0.027030082077325546,0.9793332264115013,deleterious
Bacillus,Paenibacillus,Rhizobium,2.4292189625991023,2.113415916287765,5.133950019704995,3.6234708405184537,-0.1724799119849541,beneficial
Bacillus,Paenibacillus,Variovarax,1.3825039411773365,0.037149297667195255,0.051359050436867476,0.37566216830504623,0.7594543400527916,deleterious
Bacillus,Rhizobium,Arthrobacter,0.17864911589282323,0.08609310785199865,0.015380457602225037,0.35701052871471234,0.917396187516016,deleterious
Bacillus,Rhizobium,Bosea,0.0,0.724629717287107,0.0,1.1424383497256607,1.0,reciprocal
Bacillus,Rhizobium,Burkholderia,5.8496757840655365,6.103576154094049,35.70394162480382,6.085407541365431,-0.7087579652333089,beneficial
